plan_code,Plan_Name,NAV_Value,NAV_Date,,0
GP,Growth,10.08,16/08/2011,,
GP,Growth,10.14,17/08/2011,,
GP,Growth,9.93,18/08/2011,,
GP,Growth,9.75,19/08/2011,,
GP,Growth,9.82,22/08/2011,,
GP,Growth,9.93,23/08/2011,,
GP,Growth,9.8,24/08/2011,,
GP,Growth,9.72,25/08/2011,,
GP,Growth,9.55,26/08/2011,,
GP,Growth,9.84,29/08/2011,,
GP,Growth,9.99,30/08/2011,,
GP,Growth,10.06,02/09/2011,,
GP,Growth,10.02,05/09/2011,,
GP,Growth,10.08,06/09/2011,,
GP,Growth,10.18,07/09/2011,,
GP,Growth,10.2,08/09/2011,,
GP,Growth,10.07,09/09/2011,,
GP,Growth,9.88,12/09/2011,,
GP,Growth,9.86,13/09/2011,,
GP,Growth,9.99,14/09/2011,,
GP,Growth,10.1,15/09/2011,,
GP,Growth,10.11,16/09/2011,,
GP,Growth,10.06,19/09/2011,,
GP,Growth,10.22,20/09/2011,,
GP,Growth,10.25,21/09/2011,,
GP,Growth,9.92,22/09/2011,,
GP,Growth,9.82,23/09/2011,,
GP,Growth,9.72,26/09/2011,,
GP,Growth,9.92,27/09/2011,,
GP,Growth,9.86,28/09/2011,,
GP,Growth,9.94,29/09/2011,,
GP,Growth,9.82,30/09/2011,,
GP,Growth,9.68,03/10/2011,,
GP,Growth,9.54,04/10/2011,,
GP,Growth,9.49,05/10/2011,,
GP,Growth,9.73,07/10/2011,,
GP,Growth,9.87,10/10/2011,,
GP,Growth,9.86,11/10/2011,,
GP,Growth,10.04,12/10/2011,,
GP,Growth,10.01,13/10/2011,,
GP,Growth,10.06,14/10/2011,,
GP,Growth,10.06,17/10/2011,,
GP,Growth,9.94,18/10/2011,,
GP,Growth,10.1,19/10/2011,,
GP,Growth,10.04,20/10/2011,,
GP,Growth,9.98,21/10/2011,,
GP,Growth,10.02,24/10/2011,,
GP,Growth,10.1,25/10/2011,,
GP,Growth,10.34,28/10/2011,,
GP,Growth,10.31,31/10/2011,,
GP,Growth,10.2,01/11/2011,,
GP,Growth,10.2,02/11/2011,,
GP,Growth,10.21,03/11/2011,,
GP,Growth,10.25,04/11/2011,,
GP,Growth,10.27,08/11/2011,,
GP,Growth,10.16,09/11/2011,,
GP,Growth,10.05,11/11/2011,,
GP,Growth,10.01,14/11/2011,,
GP,Growth,9.87,15/11/2011,,
GP,Growth,9.79,16/11/2011,,
GP,Growth,9.63,17/11/2011,,
GP,Growth,9.57,18/11/2011,,
GP,Growth,9.38,21/11/2011,,
GP,Growth,9.42,22/11/2011,,
GP,Growth,9.24,23/11/2011,,
GP,Growth,9.34,24/11/2011,,
GP,Growth,9.3,25/11/2011,,
GP,Growth,9.56,28/11/2011,,
GP,Growth,9.46,29/11/2011,,
GP,Growth,9.52,30/11/2011,,
GP,Growth,9.72,01/12/2011,,
GP,Growth,9.9,02/12/2011,,
GP,Growth,9.86,05/12/2011,,
GP,Growth,9.87,07/12/2011,,
GP,Growth,9.66,08/12/2011,,
GP,Growth,9.56,09/12/2011,,
GP,Growth,9.39,12/12/2011,,
GP,Growth,9.42,13/12/2011,,
GP,Growth,9.35,14/12/2011,,
GP,Growth,9.33,15/12/2011,,
GP,Growth,9.16,16/12/2011,,
GP,Growth,9.07,19/12/2011,,
GP,Growth,9,20/12/2011,,
GP,Growth,9.26,21/12/2011,,
GP,Growth,9.33,22/12/2011,,
GP,Growth,9.29,23/12/2011,,
GP,Growth,9.41,26/12/2011,,
GP,Growth,9.36,27/12/2011,,
GP,Growth,9.3,28/12/2011,,
GP,Growth,9.2,29/12/2011,,
GP,Growth,9.17,30/12/2011,,
GP,Growth,9.21,02/01/2012,,
GP,Growth,9.44,03/01/2012,,
GP,Growth,9.42,04/01/2012,,
GP,Growth,9.42,05/01/2012,,
GP,Growth,9.43,06/01/2012,,
GP,Growth,9.43,09/01/2012,,
GP,Growth,9.61,10/01/2012,,
GP,Growth,9.62,11/01/2012,,
GP,Growth,9.56,12/01/2012,,
GP,Growth,9.61,13/01/2012,,
GP,Growth,9.61,16/01/2012,,
GP,Growth,9.74,17/01/2012,,
GP,Growth,9.71,18/01/2012,,
GP,Growth,9.81,19/01/2012,,
GP,Growth,9.83,20/01/2012,,
GP,Growth,9.82,23/01/2012,,
GP,Growth,9.96,24/01/2012,,
GP,Growth,10.02,25/01/2012,,
GP,Growth,10.11,27/01/2012,,
GP,Growth,9.94,30/01/2012,,
GP,Growth,10.11,31/01/2012,,
GP,Growth,10.14,01/02/2012,,
GP,Growth,10.18,02/02/2012,,
GP,Growth,10.3,03/02/2012,,
GP,Growth,10.34,06/02/2012,,
GP,Growth,10.32,07/02/2012,,
GP,Growth,10.35,08/02/2012,,
GP,Growth,10.42,09/02/2012,,
GP,Growth,10.38,10/02/2012,,
GP,Growth,10.41,13/02/2012,,
GP,Growth,10.45,14/02/2012,,
GP,Growth,10.64,15/02/2012,,
GP,Growth,10.59,16/02/2012,,
GP,Growth,10.64,17/02/2012,,
GP,Growth,10.71,21/02/2012,,
GP,Growth,10.54,22/02/2012,,
GP,Growth,10.51,23/02/2012,,
GP,Growth,10.43,24/02/2012,,
GP,Growth,10.21,27/02/2012,,
GP,Growth,10.38,28/02/2012,,
GP,Growth,10.37,29/02/2012,,
GP,Growth,10.3,01/03/2012,,
GP,Growth,10.34,02/03/2012,,
GP,Growth,10.2,05/03/2012,,
GP,Growth,10.11,06/03/2012,,
GP,Growth,10.11,07/03/2012,,
GP,Growth,10.32,09/03/2012,,
GP,Growth,10.35,12/03/2012,,
GP,Growth,10.48,13/03/2012,,
GP,Growth,10.52,14/03/2012,,
GP,Growth,10.4,15/03/2012,,
GP,Growth,10.3,16/03/2012,,
GP,Growth,10.19,19/03/2012,,
GP,Growth,10.23,20/03/2012,,
GP,Growth,10.42,21/03/2012,,
GP,Growth,10.19,22/03/2012,,
GP,Growth,10.29,23/03/2012,,
GP,Growth,10.13,26/03/2012,,
GP,Growth,10.25,27/03/2012,,
GP,Growth,10.16,28/03/2012,,
GP,Growth,10.12,29/03/2012,,
GP,Growth,10.35,30/03/2012,,
GP,Growth,10.4,02/04/2012,,
GP,Growth,10.46,03/04/2012,,
GP,Growth,10.39,04/04/2012,,
GP,Growth,10.23,09/04/2012,,
GP,Growth,10.22,10/04/2012,,
GP,Growth,10.2,11/04/2012,,
GP,Growth,10.29,12/04/2012,,
GP,Growth,10.19,13/04/2012,,
GP,Growth,10.23,16/04/2012,,
GP,Growth,10.34,17/04/2012,,
GP,Growth,10.38,18/04/2012,,
GP,Growth,10.48,19/04/2012,,
GP,Growth,10.41,20/04/2012,,
GP,Growth,10.25,23/04/2012,,
GP,Growth,10.31,24/04/2012,,
GP,Growth,10.28,25/04/2012,,
GP,Growth,10.3,26/04/2012,,
GP,Growth,10.3,27/04/2012,,
GP,Growth,10.41,30/04/2012,,
GP,Growth,10.41,02/05/2012,,
GP,Growth,10.31,03/05/2012,,
GP,Growth,10.12,04/05/2012,,
GP,Growth,10.15,07/05/2012,,
GP,Growth,9.93,08/05/2012,,
GP,Growth,9.88,09/05/2012,,
GP,Growth,9.85,10/05/2012,,
GP,Growth,9.8,11/05/2012,,
GP,Growth,9.77,14/05/2012,,
GP,Growth,9.85,15/05/2012,,
GP,Growth,9.69,16/05/2012,,
GP,Growth,9.73,17/05/2012,,
GP,Growth,9.76,18/05/2012,,
GP,Growth,9.8,21/05/2012,,
GP,Growth,9.72,22/05/2012,,
GP,Growth,9.67,23/05/2012,,
GP,Growth,9.82,24/05/2012,,
GP,Growth,9.83,25/05/2012,,
GP,Growth,9.96,28/05/2012,,
GP,Growth,9.96,29/05/2012,,
GP,Growth,9.88,30/05/2012,,
GP,Growth,9.85,31/05/2012,,
GP,Growth,9.72,01/06/2012,,
GP,Growth,9.73,04/06/2012,,
GP,Growth,9.74,05/06/2012,,
GP,Growth,9.97,06/06/2012,,
GP,Growth,10.07,07/06/2012,,
GP,Growth,10.09,08/06/2012,,
GP,Growth,10.07,11/06/2012,,
GP,Growth,10.17,12/06/2012,,
GP,Growth,10.18,13/06/2012,,
GP,Growth,10.07,14/06/2012,,
GP,Growth,10.21,15/06/2012,,
GP,Growth,10.06,18/06/2012,,
GP,Growth,10.13,19/06/2012,,
GP,Growth,10.16,20/06/2012,,
GP,Growth,10.23,21/06/2012,,
GP,Growth,10.2,22/06/2012,,
GP,Growth,10.15,25/06/2012,,
GP,Growth,10.18,26/06/2012,,
GP,Growth,10.22,27/06/2012,,
GP,Growth,10.25,28/06/2012,,
GP,Growth,10.5,29/06/2012,,
GP,Growth,10.51,02/07/2012,,
GP,Growth,10.52,03/07/2012,,
GP,Growth,10.56,04/07/2012,,
GP,Growth,10.61,05/07/2012,,
GP,Growth,10.59,06/07/2012,,
GP,Growth,10.52,09/07/2012,,
GP,Growth,10.65,10/07/2012,,
GP,Growth,10.59,11/07/2012,,
GP,Growth,10.46,12/07/2012,,
GP,Growth,10.45,13/07/2012,,
GP,Growth,10.4,16/07/2012,,
GP,Growth,10.4,17/07/2012,,
GP,Growth,10.45,18/07/2012,,
GP,Growth,10.48,19/07/2012,,
GP,Growth,10.42,20/07/2012,,
GP,Growth,10.27,23/07/2012,,
GP,Growth,10.28,24/07/2012,,
GP,Growth,10.28,25/07/2012,,
GP,Growth,10.15,26/07/2012,,
GP,Growth,10.27,27/07/2012,,
GP,Growth,10.44,30/07/2012,,
GP,Growth,10.5,31/07/2012,,
GP,Growth,10.52,01/08/2012,,
GP,Growth,10.51,02/08/2012,,
GP,Growth,10.48,03/08/2012,,
GP,Growth,10.6,06/08/2012,,
GP,Growth,10.72,07/08/2012,,
GP,Growth,10.72,08/08/2012,,
GP,Growth,10.69,09/08/2012,,
GP,Growth,10.7,10/08/2012,,
GP,Growth,10.77,13/08/2012,,
GP,Growth,10.83,14/08/2012,,
GP,Growth,10.8,16/08/2012,,
GP,Growth,10.81,17/08/2012,,
GP,Growth,10.91,21/08/2012,,
GP,Growth,10.9,22/08/2012,,
GP,Growth,10.9,23/08/2012,,
GP,Growth,10.84,24/08/2012,,
GP,Growth,10.78,27/08/2012,,
GP,Growth,10.72,28/08/2012,,
GP,Growth,10.64,29/08/2012,,
GP,Growth,10.69,30/08/2012,,
GP,Growth,10.6,31/08/2012,,
GP,Growth,10.59,03/09/2012,,
GP,Growth,10.63,04/09/2012,,
GP,Growth,10.55,05/09/2012,,
GP,Growth,10.58,06/09/2012,,
GP,Growth,10.77,07/09/2012,,
GP,Growth,10.82,10/09/2012,,
GP,Growth,10.86,11/09/2012,,
GP,Growth,10.95,12/09/2012,,
GP,Growth,10.96,13/09/2012,,
GP,Growth,11.23,14/09/2012,,
GP,Growth,11.27,17/09/2012,,
GP,Growth,11.25,18/09/2012,,
GP,Growth,11.19,20/09/2012,,
GP,Growth,11.4,21/09/2012,,
GP,Growth,11.36,24/09/2012,,
GP,Growth,11.38,25/09/2012,,
GP,Growth,11.36,26/09/2012,,
GP,Growth,11.35,27/09/2012,,
GP,Growth,11.47,28/09/2012,,
GP,Growth,11.5,01/10/2012,,
GP,Growth,11.53,03/10/2012,,
GP,Growth,11.65,04/10/2012,,
GP,Growth,11.54,05/10/2012,,
GP,Growth,11.41,08/10/2012,,
GP,Growth,11.48,09/10/2012,,
GP,Growth,11.39,10/10/2012,,
GP,Growth,11.47,11/10/2012,,
GP,Growth,11.44,12/10/2012,,
GP,Growth,11.43,15/10/2012,,
GP,Growth,11.37,16/10/2012,,
GP,Growth,11.39,17/10/2012,,
GP,Growth,11.5,18/10/2012,,
GP,Growth,11.44,19/10/2012,,
GP,Growth,11.5,22/10/2012,,
GP,Growth,11.48,23/10/2012,,
GP,Growth,11.48,25/10/2012,,
GP,Growth,11.39,26/10/2012,,
GP,Growth,11.37,29/10/2012,,
GP,Growth,11.25,30/10/2012,,
GP,Growth,11.35,31/10/2012,,
GP,Growth,11.4,01/11/2012,,
GP,Growth,11.5,02/11/2012,,
GP,Growth,11.53,05/11/2012,,
GP,Growth,11.58,06/11/2012,,
GP,Growth,11.65,07/11/2012,,
GP,Growth,11.62,08/11/2012,,
GP,Growth,11.51,09/11/2012,,
GP,Growth,11.51,12/11/2012,,
GP,Growth,11.43,15/11/2012,,
GP,Growth,11.3,16/11/2012,,
GP,Growth,11.28,19/11/2012,,
GP,Growth,11.29,20/11/2012,,
GP,Growth,11.39,21/11/2012,,
GP,Growth,11.41,22/11/2012,,
GP,Growth,11.45,23/11/2012,,
GP,Growth,11.51,26/11/2012,,
GP,Growth,11.66,27/11/2012,,
GP,Growth,11.85,29/11/2012,,
GP,Growth,11.92,30/11/2012,,
GP,Growth,11.95,03/12/2012,,
GP,Growth,12,04/12/2012,,
GP,Growth,12.03,05/12/2012,,
GP,Growth,12.11,06/12/2012,,
GP,Growth,12.07,07/12/2012,,
GP,Growth,12.07,10/12/2012,,
GP,Growth,12.04,11/12/2012,,
GP,Growth,12.03,12/12/2012,,
GP,Growth,11.94,13/12/2012,,
GP,Growth,12.02,14/12/2012,,
GP,Growth,12,17/12/2012,,
GP,Growth,12.05,18/12/2012,,
GP,Growth,12.09,19/12/2012,,
GP,Growth,12.08,20/12/2012,,
GP,Growth,11.99,21/12/2012,,
GP,Growth,12.02,24/12/2012,,
GP,Growth,12.09,26/12/2012,,
GP,Growth,12.04,27/12/2012,,
GP,Growth,12.1,28/12/2012,,
GP,Growth,12.08,31/12/2012,,
GP,Growth,12.18,01/01/2013,,
GP,Growth,12.28,02/01/2013,,
GP,Growth,12.32,03/01/2013,,
GP,Growth,12.35,04/01/2013,,
GP,Growth,12.28,07/01/2013,,
GP,Growth,12.34,08/01/2013,,
GP,Growth,12.28,09/01/2013,,
GP,Growth,12.29,10/01/2013,,
GP,Growth,12.25,11/01/2013,,
GP,Growth,12.37,14/01/2013,,
GP,Growth,12.4,15/01/2013,,
GP,Growth,12.28,16/01/2013,,
GP,Growth,12.33,17/01/2013,,
GP,Growth,12.39,18/01/2013,,
GP,Growth,12.38,21/01/2013,,
GP,Growth,12.33,22/01/2013,,
GP,Growth,12.32,23/01/2013,,
GP,Growth,12.25,24/01/2013,,
GP,Growth,12.38,25/01/2013,,
GP,Growth,12.38,28/01/2013,,
GP,Growth,12.33,29/01/2013,,
GP,Growth,12.35,30/01/2013,,
GP,Growth,12.32,31/01/2013,,
GP,Growth,12.26,01/02/2013,,
GP,Growth,12.29,04/02/2013,,
GP,Growth,12.22,05/02/2013,,
GP,Growth,12.24,06/02/2013,,
GP,Growth,12.21,07/02/2013,,
GP,Growth,12.18,08/02/2013,,
GP,Growth,12.13,11/02/2013,,
GP,Growth,12.18,12/02/2013,,
GP,Growth,12.22,13/02/2013,,
GP,Growth,12.2,14/02/2013,,
GP,Growth,12.21,15/02/2013,,
GP,Growth,12.21,18/02/2013,,
GP,Growth,12.27,19/02/2013,,
GP,Growth,12.29,20/02/2013,,
GP,Growth,12.18,21/02/2013,,
GP,Growth,12.15,22/02/2013,,
GP,Growth,12.16,25/02/2013,,
GP,Growth,12.04,26/02/2013,,
GP,Growth,12.08,27/02/2013,,
GP,Growth,11.95,28/02/2013,,
GP,Growth,12.01,01/03/2013,,
GP,Growth,11.98,04/03/2013,,
GP,Growth,12.11,05/03/2013,,
GP,Growth,12.17,06/03/2013,,
GP,Growth,12.24,07/03/2013,,
GP,Growth,12.38,08/03/2013,,
GP,Growth,12.4,11/03/2013,,
GP,Growth,12.36,12/03/2013,,
GP,Growth,12.25,13/03/2013,,
GP,Growth,12.35,14/03/2013,,
GP,Growth,12.3,15/03/2013,,
GP,Growth,12.25,18/03/2013,,
GP,Growth,12.14,19/03/2013,,
GP,Growth,12.02,20/03/2013,,
GP,Growth,11.98,21/03/2013,,
GP,Growth,11.94,22/03/2013,,
GP,Growth,11.94,25/03/2013,,
GP,Growth,12.02,26/03/2013,,
GP,Growth,12.12,28/03/2013,,
GP,Growth,12.14,01/04/2013,,
GP,Growth,12.25,02/04/2013,,
GP,Growth,12.17,03/04/2013,,
GP,Growth,11.99,04/04/2013,,
GP,Growth,11.95,05/04/2013,,
GP,Growth,11.95,08/04/2013,,
GP,Growth,11.88,09/04/2013,,
GP,Growth,12,10/04/2013,,
GP,Growth,12.09,11/04/2013,,
GP,Growth,11.97,12/04/2013,,
GP,Growth,12.01,15/04/2013,,
GP,Growth,12.27,16/04/2013,,
GP,Growth,12.28,17/04/2013,,
GP,Growth,12.46,18/04/2013,,
GP,Growth,12.61,22/04/2013,,
GP,Growth,12.58,23/04/2013,,
GP,Growth,12.73,25/04/2013,,
GP,Growth,12.64,26/04/2013,,
GP,Growth,12.68,29/04/2013,,
GP,Growth,12.73,30/04/2013,,
GP,Growth,12.86,02/05/2013,,
GP,Growth,12.76,03/05/2013,,
GP,Growth,12.8,06/05/2013,,
GP,Growth,12.89,07/05/2013,,
GP,Growth,12.98,08/05/2013,,
GP,Growth,12.95,09/05/2013,,
GP,Growth,13.03,10/05/2013,,
GP,Growth,12.82,13/05/2013,,
GP,Growth,12.85,14/05/2013,,
GP,Growth,13.09,15/05/2013,,
GP,Growth,13.1,16/05/2013,,
GP,Growth,13.09,17/05/2013,,
GP,Growth,13.04,20/05/2013,,
GP,Growth,12.97,21/05/2013,,
GP,Growth,12.96,22/05/2013,,
GP,Growth,12.76,23/05/2013,,
GP,Growth,12.78,24/05/2013,,
GP,Growth,12.94,27/05/2013,,
GP,Growth,13.04,28/05/2013,,
GP,Growth,13.06,29/05/2013,,
GP,Growth,13.11,30/05/2013,,
GP,Growth,12.89,31/05/2013,,
GP,Growth,12.79,03/06/2013,,
GP,Growth,12.74,04/06/2013,,
GP,Growth,12.75,05/06/2013,,
GP,Growth,12.76,06/06/2013,,
GP,Growth,12.71,07/06/2013,,
GP,Growth,12.7,10/06/2013,,
GP,Growth,12.53,11/06/2013,,
GP,Growth,12.48,12/06/2013,,
GP,Growth,12.38,13/06/2013,,
GP,Growth,12.57,14/06/2013,,
GP,Growth,12.63,17/06/2013,,
GP,Growth,12.57,18/06/2013,,
GP,Growth,12.59,19/06/2013,,
GP,Growth,12.3,20/06/2013,,
GP,Growth,12.35,21/06/2013,,
GP,Growth,12.16,24/06/2013,,
GP,Growth,12.18,25/06/2013,,
GP,Growth,12.14,26/06/2013,,
GP,Growth,12.3,27/06/2013,,
GP,Growth,12.59,28/06/2013,,
GP,Growth,12.69,01/07/2013,,
GP,Growth,12.64,02/07/2013,,
GP,Growth,12.48,03/07/2013,,
GP,Growth,12.62,04/07/2013,,
GP,Growth,12.68,05/07/2013,,
GP,Growth,12.56,08/07/2013,,
GP,Growth,12.64,09/07/2013,,
GP,Growth,12.58,10/07/2013,,
GP,Growth,12.76,11/07/2013,,
GP,Growth,12.89,12/07/2013,,
GP,Growth,12.93,15/07/2013,,
GP,Growth,12.79,16/07/2013,,
GP,Growth,12.8,17/07/2013,,
GP,Growth,12.88,18/07/2013,,
GP,Growth,12.85,19/07/2013,,
GP,Growth,12.85,22/07/2013,,
GP,Growth,12.92,23/07/2013,,
GP,Growth,12.78,24/07/2013,,
GP,Growth,12.68,25/07/2013,,
GP,Growth,12.67,26/07/2013,,
GP,Growth,12.56,29/07/2013,,
GP,Growth,12.4,30/07/2013,,
GP,Growth,12.35,31/07/2013,,
GP,Growth,12.33,01/08/2013,,
GP,Growth,12.26,02/08/2013,,
GP,Growth,12.31,05/08/2013,,
GP,Growth,12.02,06/08/2013,,
GP,Growth,12.01,07/08/2013,,
GP,Growth,12.11,08/08/2013,,
GP,Growth,12.17,12/08/2013,,
GP,Growth,12.34,13/08/2013,,
GP,Growth,12.4,14/08/2013,,
GP,Growth,12.01,16/08/2013,,
GP,Growth,11.83,19/08/2013,,
GP,Growth,11.81,20/08/2013,,
GP,Growth,11.6,21/08/2013,,
GP,Growth,11.76,22/08/2013,,
GP,Growth,11.86,23/08/2013,,
GP,Growth,11.9,26/08/2013,,
GP,Growth,11.54,27/08/2013,,
GP,Growth,11.5,28/08/2013,,
GP,Growth,11.71,29/08/2013,,
GP,Growth,11.83,30/08/2013,,
GP,Growth,11.97,02/09/2013,,
GP,Growth,11.63,03/09/2013,,
GP,Growth,11.82,04/09/2013,,
GP,Growth,12.09,05/09/2013,,
GP,Growth,12.23,06/09/2013,,
GP,Growth,12.58,10/09/2013,,
GP,Growth,12.6,11/09/2013,,
GP,Growth,12.5,12/09/2013,,
GP,Growth,12.47,13/09/2013,,
GP,Growth,12.49,16/09/2013,,
GP,Growth,12.51,17/09/2013,,
GP,Growth,12.6,18/09/2013,,
GP,Growth,12.96,19/09/2013,,
GP,Growth,12.8,20/09/2013,,
GP,Growth,12.6,23/09/2013,,
GP,Growth,12.62,24/09/2013,,
GP,Growth,12.62,25/09/2013,,
GP,Growth,12.65,26/09/2013,,
GP,Growth,12.6,27/09/2013,,
GP,Growth,12.45,30/09/2013,,
GP,Growth,12.53,01/10/2013,,
GP,Growth,12.72,03/10/2013,,
GP,Growth,12.74,04/10/2013,,
GP,Growth,12.74,07/10/2013,,
GP,Growth,12.77,08/10/2013,,
GP,Growth,12.92,09/10/2013,,
GP,Growth,12.95,10/10/2013,,
GP,Growth,13.08,11/10/2013,,
GP,Growth,13.12,14/10/2013,,
GP,Growth,13.08,15/10/2013,,
GP,Growth,12.98,17/10/2013,,
GP,Growth,13.21,18/10/2013,,
GP,Growth,13.22,21/10/2013,,
GP,Growth,13.21,22/10/2013,,
GP,Growth,13.17,23/10/2013,,
GP,Growth,13.19,24/10/2013,,
GP,Growth,13.16,25/10/2013,,
GP,Growth,13.08,28/10/2013,,
GP,Growth,13.34,29/10/2013,,
GP,Growth,13.4,30/10/2013,,
GP,Growth,13.5,31/10/2013,,
GP,Growth,13.54,01/11/2013,,
GP,Growth,13.45,05/11/2013,,
GP,Growth,13.4,06/11/2013,,
GP,Growth,13.34,07/11/2013,,
GP,Growth,13.25,08/11/2013,,
GP,Growth,13.18,11/11/2013,,
GP,Growth,13.08,12/11/2013,,
GP,Growth,13,13/11/2013,,
GP,Growth,13.1,14/11/2013,,
GP,Growth,13.34,18/11/2013,,
GP,Growth,13.37,19/11/2013,,
GP,Growth,13.24,20/11/2013,,
GP,Growth,13.01,21/11/2013,,
GP,Growth,13,22/11/2013,,
GP,Growth,13.22,25/11/2013,,
GP,Growth,13.11,26/11/2013,,
GP,Growth,13.11,27/11/2013,,
GP,Growth,13.17,28/11/2013,,
GP,Growth,13.33,29/11/2013,,
GP,Growth,13.42,02/12/2013,,
GP,Growth,13.39,03/12/2013,,
GP,Growth,13.31,04/12/2013,,
GP,Growth,13.44,05/12/2013,,
GP,Growth,13.47,06/12/2013,,
GP,Growth,13.66,09/12/2013,,
GP,Growth,13.57,10/12/2013,,
GP,Growth,13.52,11/12/2013,,
GP,Growth,13.42,12/12/2013,,
GP,Growth,13.3,13/12/2013,,
GP,Growth,13.3,16/12/2013,,
GP,Growth,13.3,17/12/2013,,
GP,Growth,13.43,18/12/2013,,
GP,Growth,13.4,19/12/2013,,
GP,Growth,13.59,20/12/2013,,
GP,Growth,13.58,23/12/2013,,
GP,Growth,13.59,24/12/2013,,
GP,Growth,13.61,26/12/2013,,
GP,Growth,13.71,27/12/2013,,
GP,Growth,13.67,30/12/2013,,
GP,Growth,13.71,31/12/2013,,
GP,Growth,13.73,01/01/2014,,
GP,Growth,13.55,02/01/2014,,
GP,Growth,13.55,03/01/2014,,
GP,Growth,13.54,06/01/2014,,
GP,Growth,13.49,07/01/2014,,
GP,Growth,13.47,08/01/2014,,
GP,Growth,13.45,09/01/2014,,
GP,Growth,13.47,10/01/2014,,
GP,Growth,13.67,13/01/2014,,
GP,Growth,13.58,14/01/2014,,
GP,Growth,13.69,15/01/2014,,
GP,Growth,13.62,16/01/2014,,
GP,Growth,13.45,17/01/2014,,
GP,Growth,13.56,20/01/2014,,
GP,Growth,13.56,21/01/2014,,
GP,Growth,13.62,22/01/2014,,
GP,Growth,13.64,23/01/2014,,
GP,Growth,13.48,24/01/2014,,
GP,Growth,13.22,27/01/2014,,
GP,Growth,13.17,28/01/2014,,
GP,Growth,13.19,29/01/2014,,
GP,Growth,13.08,30/01/2014,,
GP,Growth,13.16,31/01/2014,,
GP,Growth,13.02,03/02/2014,,
GP,Growth,13.01,04/02/2014,,
GP,Growth,13.04,05/02/2014,,
GP,Growth,13.03,06/02/2014,,
GP,Growth,13.08,07/02/2014,,
GP,Growth,13.05,10/02/2014,,
GP,Growth,13.07,11/02/2014,,
GP,Growth,13.11,12/02/2014,,
GP,Growth,12.96,13/02/2014,,
GP,Growth,13.04,14/02/2014,,
GP,Growth,13.06,17/02/2014,,
GP,Growth,13.16,18/02/2014,,
GP,Growth,13.21,19/02/2014,,
GP,Growth,13.1,20/02/2014,,
GP,Growth,13.22,21/02/2014,,
GP,Growth,13.24,24/02/2014,,
GP,Growth,13.27,25/02/2014,,
GP,Growth,13.35,26/02/2014,,
GP,Growth,13.42,28/02/2014,,
GP,Growth,13.36,03/03/2014,,
GP,Growth,13.48,04/03/2014,,
GP,Growth,13.59,05/03/2014,,
GP,Growth,13.71,06/03/2014,,
GP,Growth,13.95,07/03/2014,,
GP,Growth,14.01,10/03/2014,,
GP,Growth,13.97,11/03/2014,,
GP,Growth,13.97,12/03/2014,,
GP,Growth,13.9,13/03/2014,,
GP,Growth,13.9,14/03/2014,,
GP,Growth,13.97,18/03/2014,,
GP,Growth,13.94,19/03/2014,,
GP,Growth,13.87,20/03/2014,,
GP,Growth,13.93,21/03/2014,,
GP,Growth,14.11,24/03/2014,,
GP,Growth,14.15,25/03/2014,,
GP,Growth,14.18,26/03/2014,,
GP,Growth,14.29,27/03/2014,,
GP,Growth,14.45,28/03/2014,,
GP,Growth,14.52,31/03/2014,,
GP,Growth,14.49,01/04/2014,,
GP,Growth,14.62,02/04/2014,,
GP,Growth,14.55,03/04/2014,,
GP,Growth,14.49,04/04/2014,,
GP,Growth,14.47,07/04/2014,,
GP,Growth,14.68,09/04/2014,,
GP,Growth,14.72,10/04/2014,,
GP,Growth,14.68,11/04/2014,,
GP,Growth,14.59,15/04/2014,,
GP,Growth,14.47,16/04/2014,,
GP,Growth,14.66,17/04/2014,,
GP,Growth,14.76,21/04/2014,,
GP,Growth,14.76,22/04/2014,,
GP,Growth,14.84,23/04/2014,,
GP,Growth,14.72,25/04/2014,,
GP,Growth,14.73,28/04/2014,,
GP,Growth,14.61,29/04/2014,,
GP,Growth,14.55,30/04/2014,,
GP,Growth,14.55,02/05/2014,,
GP,Growth,14.54,05/05/2014,,
GP,Growth,14.58,06/05/2014,,
GP,Growth,14.51,07/05/2014,,
GP,Growth,14.54,08/05/2014,,
GP,Growth,14.95,09/05/2014,,
GP,Growth,15.3,12/05/2014,,
GP,Growth,15.47,13/05/2014,,
GP,Growth,15.54,14/05/2014,,
GP,Growth,15.52,15/05/2014,,
GP,Growth,15.81,16/05/2014,,
GP,Growth,16.16,19/05/2014,,
GP,Growth,16.14,20/05/2014,,
GP,Growth,16.14,21/05/2014,,
GP,Growth,16.25,22/05/2014,,
GP,Growth,16.53,23/05/2014,,
GP,Growth,16.41,26/05/2014,,
GP,Growth,16.28,27/05/2014,,
GP,Growth,16.29,28/05/2014,,
GP,Growth,16.09,29/05/2014,,
GP,Growth,16.05,30/05/2014,,
GP,Growth,16.45,02/06/2014,,
GP,Growth,16.51,03/06/2014,,
GP,Growth,16.56,04/06/2014,,
GP,Growth,16.73,05/06/2014,,
GP,Growth,16.99,06/06/2014,,
GP,Growth,17.1,09/06/2014,,
GP,Growth,17.04,10/06/2014,,
GP,Growth,17.05,11/06/2014,,
GP,Growth,17.07,12/06/2014,,
GP,Growth,16.72,13/06/2014,,
GP,Growth,16.71,16/06/2014,,
GP,Growth,16.99,17/06/2014,,
GP,Growth,16.88,18/06/2014,,
