plan_code,Plan_Name,NAV_Value,NAV_Date,,0
D1,Direct Dividend,12.18,01/01/2013,,
D1,Direct Dividend,12.28,02/01/2013,,
D1,Direct Dividend,12.32,03/01/2013,,
D1,Direct Dividend,12.35,04/01/2013,,
D1,Direct Dividend,12.28,07/01/2013,,
D1,Direct Dividend,12.34,08/01/2013,,
D1,Direct Dividend,12.28,09/01/2013,,
D1,Direct Dividend,12.29,10/01/2013,,
D1,Direct Dividend,12.25,11/01/2013,,
D1,Direct Dividend,12.37,14/01/2013,,
D1,Direct Dividend,12.41,15/01/2013,,
D1,Direct Dividend,12.28,16/01/2013,,
D1,Direct Dividend,12.33,17/01/2013,,
D1,Direct Dividend,12.39,18/01/2013,,
D1,Direct Dividend,12.38,21/01/2013,,
D1,Direct Dividend,12.33,22/01/2013,,
D1,Direct Dividend,12.33,23/01/2013,,
D1,Direct Dividend,12.25,24/01/2013,,
D1,Direct Dividend,12.38,25/01/2013,,
D1,Direct Dividend,12.38,28/01/2013,,
D1,Direct Dividend,12.33,29/01/2013,,
D1,Direct Dividend,12.35,30/01/2013,,
D1,Direct Dividend,12.33,31/01/2013,,
D1,Direct Dividend,12.27,01/02/2013,,
D1,Direct Dividend,12.29,04/02/2013,,
D1,Direct Dividend,11.03,05/02/2013,,
D1,Direct Dividend,11.05,06/02/2013,,
D1,Direct Dividend,11.02,07/02/2013,,
D1,Direct Dividend,10.99,08/02/2013,,
D1,Direct Dividend,10.94,11/02/2013,,
D1,Direct Dividend,10.99,12/02/2013,,
D1,Direct Dividend,11.03,13/02/2013,,
D1,Direct Dividend,11.01,14/02/2013,,
D1,Direct Dividend,11.02,15/02/2013,,
D1,Direct Dividend,11.03,18/02/2013,,
D1,Direct Dividend,11.07,19/02/2013,,
D1,Direct Dividend,11.09,20/02/2013,,
D1,Direct Dividend,10.99,21/02/2013,,
D1,Direct Dividend,10.97,22/02/2013,,
D1,Direct Dividend,10.98,25/02/2013,,
D1,Direct Dividend,10.87,26/02/2013,,
D1,Direct Dividend,10.91,27/02/2013,,
D1,Direct Dividend,10.79,28/02/2013,,
D1,Direct Dividend,10.84,01/03/2013,,
D1,Direct Dividend,10.82,04/03/2013,,
D1,Direct Dividend,10.93,05/03/2013,,
D1,Direct Dividend,10.99,06/03/2013,,
D1,Direct Dividend,11.06,07/03/2013,,
D1,Direct Dividend,11.19,08/03/2013,,
D1,Direct Dividend,11.2,11/03/2013,,
D1,Direct Dividend,11.16,12/03/2013,,
D1,Direct Dividend,11.07,13/03/2013,,
D1,Direct Dividend,11.16,14/03/2013,,
D1,Direct Dividend,11.11,15/03/2013,,
D1,Direct Dividend,11.07,18/03/2013,,
D1,Direct Dividend,10.97,19/03/2013,,
D1,Direct Dividend,10.86,20/03/2013,,
D1,Direct Dividend,10.83,21/03/2013,,
D1,Direct Dividend,10.78,22/03/2013,,
D1,Direct Dividend,10.79,25/03/2013,,
D1,Direct Dividend,10.86,26/03/2013,,
D1,Direct Dividend,10.95,28/03/2013,,
D1,Direct Dividend,10.97,01/04/2013,,
D1,Direct Dividend,11.07,02/04/2013,,
D1,Direct Dividend,10.99,03/04/2013,,
D1,Direct Dividend,10.84,04/04/2013,,
D1,Direct Dividend,10.8,05/04/2013,,
D1,Direct Dividend,10.8,08/04/2013,,
D1,Direct Dividend,10.74,09/04/2013,,
D1,Direct Dividend,10.84,10/04/2013,,
D1,Direct Dividend,10.92,11/04/2013,,
D1,Direct Dividend,10.82,12/04/2013,,
D1,Direct Dividend,10.86,15/04/2013,,
D1,Direct Dividend,11.09,16/04/2013,,
D1,Direct Dividend,11.1,17/04/2013,,
D1,Direct Dividend,11.27,18/04/2013,,
D1,Direct Dividend,11.4,22/04/2013,,
D1,Direct Dividend,11.37,23/04/2013,,
D1,Direct Dividend,11.51,25/04/2013,,
D1,Direct Dividend,11.43,26/04/2013,,
D1,Direct Dividend,11.46,29/04/2013,,
D1,Direct Dividend,11.52,30/04/2013,,
D1,Direct Dividend,11.63,02/05/2013,,
D1,Direct Dividend,11.54,03/05/2013,,
D1,Direct Dividend,11.58,06/05/2013,,
D1,Direct Dividend,11.66,07/05/2013,,
D1,Direct Dividend,11.74,08/05/2013,,
D1,Direct Dividend,11.72,09/05/2013,,
D1,Direct Dividend,11.79,10/05/2013,,
D1,Direct Dividend,11.6,13/05/2013,,
D1,Direct Dividend,11.63,14/05/2013,,
D1,Direct Dividend,11.85,15/05/2013,,
D1,Direct Dividend,11.85,16/05/2013,,
D1,Direct Dividend,11.85,17/05/2013,,
D1,Direct Dividend,11.8,20/05/2013,,
D1,Direct Dividend,11.73,21/05/2013,,
D1,Direct Dividend,11.73,22/05/2013,,
D1,Direct Dividend,11.55,23/05/2013,,
D1,Direct Dividend,11.56,24/05/2013,,
D1,Direct Dividend,11.71,27/05/2013,,
D1,Direct Dividend,11.8,28/05/2013,,
D1,Direct Dividend,11.82,29/05/2013,,
D1,Direct Dividend,11.87,30/05/2013,,
D1,Direct Dividend,11.66,31/05/2013,,
D1,Direct Dividend,11.58,03/06/2013,,
D1,Direct Dividend,11.54,04/06/2013,,
D1,Direct Dividend,11.54,05/06/2013,,
D1,Direct Dividend,11.55,06/06/2013,,
D1,Direct Dividend,11.5,07/06/2013,,
D1,Direct Dividend,11.5,10/06/2013,,
D1,Direct Dividend,11.35,11/06/2013,,
D1,Direct Dividend,11.3,12/06/2013,,
D1,Direct Dividend,11.2,13/06/2013,,
D1,Direct Dividend,11.38,14/06/2013,,
D1,Direct Dividend,11.44,17/06/2013,,
D1,Direct Dividend,11.38,18/06/2013,,
D1,Direct Dividend,11.4,19/06/2013,,
D1,Direct Dividend,11.14,20/06/2013,,
D1,Direct Dividend,11.18,21/06/2013,,
D1,Direct Dividend,11.02,24/06/2013,,
D1,Direct Dividend,11.03,25/06/2013,,
D1,Direct Dividend,11,26/06/2013,,
D1,Direct Dividend,11.14,27/06/2013,,
D1,Direct Dividend,11.4,28/06/2013,,
D1,Direct Dividend,11.5,01/07/2013,,
D1,Direct Dividend,11.45,02/07/2013,,
D1,Direct Dividend,11.3,03/07/2013,,
D1,Direct Dividend,11.43,04/07/2013,,
D1,Direct Dividend,11.48,05/07/2013,,
D1,Direct Dividend,11.38,08/07/2013,,
D1,Direct Dividend,11.45,09/07/2013,,
D1,Direct Dividend,11.39,10/07/2013,,
D1,Direct Dividend,11.56,11/07/2013,,
D1,Direct Dividend,11.68,12/07/2013,,
D1,Direct Dividend,11.71,15/07/2013,,
D1,Direct Dividend,11.59,16/07/2013,,
D1,Direct Dividend,11.6,17/07/2013,,
D1,Direct Dividend,11.67,18/07/2013,,
D1,Direct Dividend,11.64,19/07/2013,,
D1,Direct Dividend,11.64,22/07/2013,,
D1,Direct Dividend,11.7,23/07/2013,,
D1,Direct Dividend,11.58,24/07/2013,,
D1,Direct Dividend,11.49,25/07/2013,,
D1,Direct Dividend,11.48,26/07/2013,,
D1,Direct Dividend,11.38,29/07/2013,,
D1,Direct Dividend,11.24,30/07/2013,,
D1,Direct Dividend,11.19,31/07/2013,,
D1,Direct Dividend,11.17,01/08/2013,,
D1,Direct Dividend,11.11,02/08/2013,,
D1,Direct Dividend,11.15,05/08/2013,,
D1,Direct Dividend,10.9,06/08/2013,,
D1,Direct Dividend,10.89,07/08/2013,,
D1,Direct Dividend,10.97,08/08/2013,,
D1,Direct Dividend,11.03,12/08/2013,,
D1,Direct Dividend,11.18,13/08/2013,,
D1,Direct Dividend,11.24,14/08/2013,,
D1,Direct Dividend,10.89,16/08/2013,,
D1,Direct Dividend,10.72,19/08/2013,,
D1,Direct Dividend,10.7,20/08/2013,,
D1,Direct Dividend,10.51,21/08/2013,,
D1,Direct Dividend,10.66,22/08/2013,,
D1,Direct Dividend,10.75,23/08/2013,,
D1,Direct Dividend,10.79,26/08/2013,,
D1,Direct Dividend,10.46,27/08/2013,,
D1,Direct Dividend,10.43,28/08/2013,,
D1,Direct Dividend,10.62,29/08/2013,,
D1,Direct Dividend,10.72,30/08/2013,,
D1,Direct Dividend,10.85,02/09/2013,,
D1,Direct Dividend,10.55,03/09/2013,,
D1,Direct Dividend,10.72,04/09/2013,,
D1,Direct Dividend,10.96,05/09/2013,,
D1,Direct Dividend,11.09,06/09/2013,,
D1,Direct Dividend,11.41,10/09/2013,,
D1,Direct Dividend,11.43,11/09/2013,,
D1,Direct Dividend,11.34,12/09/2013,,
D1,Direct Dividend,11.31,13/09/2013,,
D1,Direct Dividend,11.33,16/09/2013,,
D1,Direct Dividend,11.34,17/09/2013,,
D1,Direct Dividend,11.43,18/09/2013,,
D1,Direct Dividend,11.76,19/09/2013,,
D1,Direct Dividend,11.61,20/09/2013,,
D1,Direct Dividend,11.43,23/09/2013,,
D1,Direct Dividend,11.44,24/09/2013,,
D1,Direct Dividend,11.44,25/09/2013,,
D1,Direct Dividend,11.47,26/09/2013,,
D1,Direct Dividend,11.43,27/09/2013,,
D1,Direct Dividend,11.29,30/09/2013,,
D1,Direct Dividend,11.36,01/10/2013,,
D1,Direct Dividend,11.54,03/10/2013,,
D1,Direct Dividend,11.56,04/10/2013,,
D1,Direct Dividend,11.56,07/10/2013,,
D1,Direct Dividend,11.59,08/10/2013,,
D1,Direct Dividend,11.72,09/10/2013,,
D1,Direct Dividend,11.75,10/10/2013,,
D1,Direct Dividend,11.87,11/10/2013,,
D1,Direct Dividend,11.9,14/10/2013,,
D1,Direct Dividend,11.87,15/10/2013,,
D1,Direct Dividend,11.78,17/10/2013,,
D1,Direct Dividend,11.98,18/10/2013,,
D1,Direct Dividend,12,21/10/2013,,
D1,Direct Dividend,11.99,22/10/2013,,
D1,Direct Dividend,11.95,23/10/2013,,
D1,Direct Dividend,11.97,24/10/2013,,
D1,Direct Dividend,11.94,25/10/2013,,
D1,Direct Dividend,11.87,28/10/2013,,
D1,Direct Dividend,12.11,29/10/2013,,
D1,Direct Dividend,12.16,30/10/2013,,
D1,Direct Dividend,12.26,31/10/2013,,
D1,Direct Dividend,12.29,01/11/2013,,
D1,Direct Dividend,12.21,05/11/2013,,
D1,Direct Dividend,12.17,06/11/2013,,
D1,Direct Dividend,12.11,07/11/2013,,
D1,Direct Dividend,12.03,08/11/2013,,
D1,Direct Dividend,11.97,11/11/2013,,
D1,Direct Dividend,11.87,12/11/2013,,
D1,Direct Dividend,11.8,13/11/2013,,
D1,Direct Dividend,11.9,14/11/2013,,
D1,Direct Dividend,12.11,18/11/2013,,
D1,Direct Dividend,12.14,19/11/2013,,
D1,Direct Dividend,12.02,20/11/2013,,
D1,Direct Dividend,11.81,21/11/2013,,
D1,Direct Dividend,11.81,22/11/2013,,
D1,Direct Dividend,12.01,25/11/2013,,
D1,Direct Dividend,11.91,26/11/2013,,
D1,Direct Dividend,11.91,27/11/2013,,
D1,Direct Dividend,11.96,28/11/2013,,
D1,Direct Dividend,12.11,29/11/2013,,
D1,Direct Dividend,12.19,02/12/2013,,
D1,Direct Dividend,12.16,03/12/2013,,
D1,Direct Dividend,12.09,04/12/2013,,
D1,Direct Dividend,12.21,05/12/2013,,
D1,Direct Dividend,12.23,06/12/2013,,
D1,Direct Dividend,12.41,09/12/2013,,
D1,Direct Dividend,12.32,10/12/2013,,
D1,Direct Dividend,12.28,11/12/2013,,
D1,Direct Dividend,12.19,12/12/2013,,
D1,Direct Dividend,12.09,13/12/2013,,
D1,Direct Dividend,12.08,16/12/2013,,
D1,Direct Dividend,12.08,17/12/2013,,
D1,Direct Dividend,12.2,18/12/2013,,
D1,Direct Dividend,12.17,19/12/2013,,
D1,Direct Dividend,12.35,20/12/2013,,
D1,Direct Dividend,12.34,23/12/2013,,
D1,Direct Dividend,12.34,24/12/2013,,
D1,Direct Dividend,12.36,26/12/2013,,
D1,Direct Dividend,12.45,27/12/2013,,
D1,Direct Dividend,12.42,30/12/2013,,
D1,Direct Dividend,12.46,31/12/2013,,
D1,Direct Dividend,12.47,01/01/2014,,
D1,Direct Dividend,12.31,02/01/2014,,
D1,Direct Dividend,12.32,03/01/2014,,
D1,Direct Dividend,12.3,06/01/2014,,
D1,Direct Dividend,12.26,07/01/2014,,
D1,Direct Dividend,12.24,08/01/2014,,
D1,Direct Dividend,12.22,09/01/2014,,
D1,Direct Dividend,12.24,10/01/2014,,
D1,Direct Dividend,12.42,13/01/2014,,
D1,Direct Dividend,12.34,14/01/2014,,
D1,Direct Dividend,12.44,15/01/2014,,
D1,Direct Dividend,12.38,16/01/2014,,
D1,Direct Dividend,12.23,17/01/2014,,
D1,Direct Dividend,12.33,20/01/2014,,
D1,Direct Dividend,12.32,21/01/2014,,
D1,Direct Dividend,12.38,22/01/2014,,
D1,Direct Dividend,12.4,23/01/2014,,
D1,Direct Dividend,12.26,24/01/2014,,
D1,Direct Dividend,12.01,27/01/2014,,
D1,Direct Dividend,11.97,28/01/2014,,
D1,Direct Dividend,11.99,29/01/2014,,
D1,Direct Dividend,11.89,30/01/2014,,
D1,Direct Dividend,11.96,31/01/2014,,
D1,Direct Dividend,11.84,03/02/2014,,
D1,Direct Dividend,11.83,04/02/2014,,
D1,Direct Dividend,11.85,05/02/2014,,
D1,Direct Dividend,11.85,06/02/2014,,
D1,Direct Dividend,11.9,07/02/2014,,
D1,Direct Dividend,11.86,10/02/2014,,
D1,Direct Dividend,11.88,11/02/2014,,
D1,Direct Dividend,11.92,12/02/2014,,
D1,Direct Dividend,11.79,13/02/2014,,
D1,Direct Dividend,11.86,14/02/2014,,
D1,Direct Dividend,11.88,17/02/2014,,
D1,Direct Dividend,11.97,18/02/2014,,
D1,Direct Dividend,12.02,19/02/2014,,
D1,Direct Dividend,11.92,20/02/2014,,
D1,Direct Dividend,12.03,21/02/2014,,
D1,Direct Dividend,12.05,24/02/2014,,
D1,Direct Dividend,12.07,25/02/2014,,
D1,Direct Dividend,12.14,26/02/2014,,
D1,Direct Dividend,12.21,28/02/2014,,
D1,Direct Dividend,12.16,03/03/2014,,
D1,Direct Dividend,12.27,04/03/2014,,
D1,Direct Dividend,12.37,05/03/2014,,
D1,Direct Dividend,12.48,06/03/2014,,
D1,Direct Dividend,12.69,07/03/2014,,
D1,Direct Dividend,12.75,10/03/2014,,
D1,Direct Dividend,12.72,11/03/2014,,
D1,Direct Dividend,12.72,12/03/2014,,
D1,Direct Dividend,12.66,13/03/2014,,
D1,Direct Dividend,12.65,14/03/2014,,
D1,Direct Dividend,12.72,18/03/2014,,
D1,Direct Dividend,11.69,19/03/2014,,
D1,Direct Dividend,11.64,20/03/2014,,
D1,Direct Dividend,11.68,21/03/2014,,
D1,Direct Dividend,11.84,24/03/2014,,
D1,Direct Dividend,11.87,25/03/2014,,
D1,Direct Dividend,11.9,26/03/2014,,
D1,Direct Dividend,11.98,27/03/2014,,
D1,Direct Dividend,12.12,28/03/2014,,
D1,Direct Dividend,12.18,31/03/2014,,
D1,Direct Dividend,12.15,01/04/2014,,
D1,Direct Dividend,12.27,02/04/2014,,
D1,Direct Dividend,12.21,03/04/2014,,
D1,Direct Dividend,12.15,04/04/2014,,
D1,Direct Dividend,12.13,07/04/2014,,
D1,Direct Dividend,12.31,09/04/2014,,
D1,Direct Dividend,12.36,10/04/2014,,
D1,Direct Dividend,12.33,11/04/2014,,
D1,Direct Dividend,12.25,15/04/2014,,
D1,Direct Dividend,12.16,16/04/2014,,
D1,Direct Dividend,12.32,17/04/2014,,
D1,Direct Dividend,12.4,21/04/2014,,
D1,Direct Dividend,12.4,22/04/2014,,
D1,Direct Dividend,12.46,23/04/2014,,
D1,Direct Dividend,12.37,25/04/2014,,
D1,Direct Dividend,12.38,28/04/2014,,
D1,Direct Dividend,12.28,29/04/2014,,
D1,Direct Dividend,12.23,30/04/2014,,
D1,Direct Dividend,12.23,02/05/2014,,
D1,Direct Dividend,12.22,05/05/2014,,
D1,Direct Dividend,12.25,06/05/2014,,
D1,Direct Dividend,12.19,07/05/2014,,
D1,Direct Dividend,12.23,08/05/2014,,
D1,Direct Dividend,12.57,09/05/2014,,
D1,Direct Dividend,12.86,12/05/2014,,
D1,Direct Dividend,13,13/05/2014,,
D1,Direct Dividend,13.07,14/05/2014,,
D1,Direct Dividend,13.05,15/05/2014,,
D1,Direct Dividend,13.29,16/05/2014,,
D1,Direct Dividend,13.59,19/05/2014,,
D1,Direct Dividend,13.57,20/05/2014,,
D1,Direct Dividend,13.57,21/05/2014,,
D1,Direct Dividend,13.67,22/05/2014,,
D1,Direct Dividend,13.91,23/05/2014,,
D1,Direct Dividend,13.8,26/05/2014,,
D1,Direct Dividend,13.7,27/05/2014,,
D1,Direct Dividend,13.7,28/05/2014,,
D1,Direct Dividend,13.54,29/05/2014,,
D1,Direct Dividend,13.5,30/05/2014,,
D1,Direct Dividend,13.84,02/06/2014,,
D1,Direct Dividend,13.86,03/06/2014,,
D1,Direct Dividend,13.91,04/06/2014,,
D1,Direct Dividend,14.04,05/06/2014,,
D1,Direct Dividend,14.27,06/06/2014,,
D1,Direct Dividend,14.36,09/06/2014,,
D1,Direct Dividend,14.31,10/06/2014,,
D1,Direct Dividend,14.31,11/06/2014,,
D1,Direct Dividend,14.33,12/06/2014,,
D1,Direct Dividend,14.04,13/06/2014,,
D1,Direct Dividend,14.03,16/06/2014,,
D1,Direct Dividend,14.27,17/06/2014,,
D1,Direct Dividend,14.18,18/06/2014,,
D1,Direct Dividend,14.09,19/06/2014,,
D1,Direct Dividend,14.04,20/06/2014,,
D1,Direct Dividend,14.06,23/06/2014,,
D1,Direct Dividend,14.25,24/06/2014,,
D1,Direct Dividend,14.21,25/06/2014,,
D1,Direct Dividend,14.11,26/06/2014,,
D1,Direct Dividend,14.18,27/06/2014,,
D1,Direct Dividend,14.41,30/06/2014,,
D1,Direct Dividend,14.48,01/07/2014,,
D1,Direct Dividend,14.6,02/07/2014,,
D1,Direct Dividend,14.57,03/07/2014,,
D1,Direct Dividend,14.64,04/07/2014,,
D1,Direct Dividend,14.65,07/07/2014,,
D1,Direct Dividend,14.23,08/07/2014,,
D1,Direct Dividend,14.14,09/07/2014,,
D1,Direct Dividend,14.13,10/07/2014,,
D1,Direct Dividend,13.87,11/07/2014,,
D1,Direct Dividend,13.82,14/07/2014,,
D1,Direct Dividend,14.08,15/07/2014,,
D1,Direct Dividend,14.3,16/07/2014,,
D1,Direct Dividend,14.36,17/07/2014,,
D1,Direct Dividend,14.33,18/07/2014,,
D1,Direct Dividend,14.3,21/07/2014,,
D1,Direct Dividend,14.34,22/07/2014,,
D1,Direct Dividend,14.41,23/07/2014,,
D1,Direct Dividend,14.47,24/07/2014,,
D1,Direct Dividend,14.29,25/07/2014,,
D1,Direct Dividend,14.21,28/07/2014,,
D1,Direct Dividend,14.28,30/07/2014,,
D1,Direct Dividend,14.21,31/07/2014,,
D1,Direct Dividend,14.09,01/08/2014,,
D1,Direct Dividend,14.24,04/08/2014,,
D1,Direct Dividend,14.3,05/08/2014,,
D1,Direct Dividend,14.19,06/08/2014,,
D1,Direct Dividend,14.14,07/08/2014,,
D1,Direct Dividend,13.94,08/08/2014,,
D1,Direct Dividend,14.02,11/08/2014,,
D1,Direct Dividend,14.14,12/08/2014,,
D1,Direct Dividend,14.03,13/08/2014,,
D1,Direct Dividend,14.16,14/08/2014,,
D1,Direct Dividend,14.4,18/08/2014,,
D1,Direct Dividend,14.51,19/08/2014,,
D1,Direct Dividend,14.52,20/08/2014,,
D1,Direct Dividend,14.65,21/08/2014,,
D1,Direct Dividend,14.72,22/08/2014,,
D1,Direct Dividend,14.66,25/08/2014,,
D1,Direct Dividend,14.65,26/08/2014,,
D1,Direct Dividend,14.73,27/08/2014,,
D1,Direct Dividend,14.73,28/08/2014,,
D1,Direct Dividend,14.94,01/09/2014,,
D1,Direct Dividend,15.02,02/09/2014,,
D1,Direct Dividend,15.1,03/09/2014,,
D1,Direct Dividend,15.02,04/09/2014,,
D1,Direct Dividend,15.06,05/09/2014,,
D1,Direct Dividend,15.23,08/09/2014,,
D1,Direct Dividend,15.2,09/09/2014,,
D1,Direct Dividend,15.17,10/09/2014,,
D1,Direct Dividend,15.26,11/09/2014,,
D1,Direct Dividend,15.36,12/09/2014,,
D1,Direct Dividend,15.34,15/09/2014,,
D1,Direct Dividend,15.03,16/09/2014,,
D1,Direct Dividend,15.1,17/09/2014,,
D1,Direct Dividend,15.37,18/09/2014,,
D1,Direct Dividend,15.42,19/09/2014,,
D1,Direct Dividend,15.41,22/09/2014,,
D1,Direct Dividend,15.14,23/09/2014,,
D1,Direct Dividend,15.06,24/09/2014,,
D1,Direct Dividend,14.83,25/09/2014,,
D1,Direct Dividend,14.96,26/09/2014,,
D1,Direct Dividend,15.01,29/09/2014,,
D1,Direct Dividend,15.01,30/09/2014,,
D1,Direct Dividend,14.94,01/10/2014,,
D1,Direct Dividend,14.76,07/10/2014,,
D1,Direct Dividend,14.74,08/10/2014,,
D1,Direct Dividend,15.02,09/10/2014,,
D1,Direct Dividend,14.82,10/10/2014,,
D1,Direct Dividend,14.9,13/10/2014,,
D1,Direct Dividend,14.88,14/10/2014,,
D1,Direct Dividend,14.68,16/10/2014,,
D1,Direct Dividend,14.77,17/10/2014,,
D1,Direct Dividend,14.95,20/10/2014,,
D1,Direct Dividend,15.06,21/10/2014,,
D1,Direct Dividend,15.21,22/10/2014,,
D1,Direct Dividend,15.17,27/10/2014,,
D1,Direct Dividend,15.26,28/10/2014,,
D1,Direct Dividend,15.36,29/10/2014,,
D1,Direct Dividend,15.45,30/10/2014,,
D1,Direct Dividend,15.72,31/10/2014,,
D1,Direct Dividend,15.77,03/11/2014,,
D1,Direct Dividend,15.86,05/11/2014,,
D1,Direct Dividend,15.91,07/11/2014,,
D1,Direct Dividend,15.92,10/11/2014,,
D1,Direct Dividend,15.96,11/11/2014,,
D1,Direct Dividend,15.99,12/11/2014,,
D1,Direct Dividend,15.98,13/11/2014,,
D1,Direct Dividend,16.07,14/11/2014,,
D1,Direct Dividend,16.21,17/11/2014,,
D1,Direct Dividend,16.25,18/11/2014,,
D1,Direct Dividend,16.15,19/11/2014,,
D1,Direct Dividend,16.21,20/11/2014,,
D1,Direct Dividend,16.37,21/11/2014,,
D1,Direct Dividend,16.48,24/11/2014,,
D1,Direct Dividend,16.32,25/11/2014,,
D1,Direct Dividend,16.34,26/11/2014,,
D1,Direct Dividend,16.38,27/11/2014,,
D1,Direct Dividend,16.65,28/11/2014,,
D1,Direct Dividend,16.62,01/12/2014,,
D1,Direct Dividend,16.6,02/12/2014,,
D1,Direct Dividend,16.68,03/12/2014,,
D1,Direct Dividend,16.73,04/12/2014,,
D1,Direct Dividend,16.64,05/12/2014,,
D1,Direct Dividend,16.4,08/12/2014,,
D1,Direct Dividend,16.17,09/12/2014,,
D1,Direct Dividend,16.28,10/12/2014,,
D1,Direct Dividend,16.18,11/12/2014,,
D1,Direct Dividend,16.08,12/12/2014,,
D1,Direct Dividend,16.07,15/12/2014,,
D1,Direct Dividend,15.77,16/12/2014,,
D1,Direct Dividend,15.73,17/12/2014,,
D1,Direct Dividend,16.07,18/12/2014,,
D1,Direct Dividend,16.11,19/12/2014,,
D1,Direct Dividend,16.23,22/12/2014,,
D1,Direct Dividend,16.2,23/12/2014,,
D1,Direct Dividend,16.11,24/12/2014,,
D1,Direct Dividend,16.14,26/12/2014,,
D1,Direct Dividend,16.23,29/12/2014,,
D1,Direct Dividend,16.26,30/12/2014,,
D1,Direct Dividend,16.35,31/12/2014,,
D1,Direct Dividend,16.36,01/01/2015,,
D1,Direct Dividend,16.55,02/01/2015,,
D1,Direct Dividend,16.55,05/01/2015,,
D1,Direct Dividend,16.14,06/01/2015,,
D1,Direct Dividend,16.11,07/01/2015,,
D1,Direct Dividend,16.36,08/01/2015,,
D1,Direct Dividend,16.42,09/01/2015,,
D1,Direct Dividend,16.5,12/01/2015,,
D1,Direct Dividend,16.45,13/01/2015,,
D1,Direct Dividend,16.38,14/01/2015,,
D1,Direct Dividend,16.68,15/01/2015,,
D1,Direct Dividend,16.69,16/01/2015,,
D1,Direct Dividend,16.78,19/01/2015,,
D1,Direct Dividend,16.93,20/01/2015,,
D1,Direct Dividend,17,21/01/2015,,
D1,Direct Dividend,17.08,22/01/2015,,
D1,Direct Dividend,17.17,23/01/2015,,
D1,Direct Dividend,17.34,27/01/2015,,
D1,Direct Dividend,17.3,28/01/2015,,
D1,Direct Dividend,17.3,29/01/2015,,
D1,Direct Dividend,17,30/01/2015,,
D1,Direct Dividend,16.96,02/02/2015,,
D1,Direct Dividend,16.9,03/02/2015,,
D1,Direct Dividend,16.83,04/02/2015,,
D1,Direct Dividend,16.79,05/02/2015,,
D1,Direct Dividend,16.66,06/02/2015,,
D1,Direct Dividend,16.42,09/02/2015,,
D1,Direct Dividend,16.48,10/02/2015,,
D1,Direct Dividend,16.6,11/02/2015,,
D1,Direct Dividend,16.76,12/02/2015,,
D1,Direct Dividend,16.92,13/02/2015,,
D1,Direct Dividend,16.87,16/02/2015,,
D1,Direct Dividend,16.99,18/02/2015,,
D1,Direct Dividend,17.07,19/02/2015,,
D1,Direct Dividend,16.98,20/02/2015,,
D1,Direct Dividend,16.88,23/02/2015,,
D1,Direct Dividend,16.88,24/02/2015,,
D1,Direct Dividend,16.84,25/02/2015,,
D1,Direct Dividend,16.64,26/02/2015,,
D1,Direct Dividend,16.93,27/02/2015,,
D1,Direct Dividend,17.21,02/03/2015,,
D1,Direct Dividend,17.32,03/03/2015,,
D1,Direct Dividend,17.19,04/03/2015,,
D1,Direct Dividend,17.22,05/03/2015,,
D1,Direct Dividend,15.89,09/03/2015,,
D1,Direct Dividend,15.84,10/03/2015,,
D1,Direct Dividend,15.8,11/03/2015,,
D1,Direct Dividend,15.93,12/03/2015,,
D1,Direct Dividend,15.71,13/03/2015,,
D1,Direct Dividend,15.67,16/03/2015,,
D1,Direct Dividend,15.8,17/03/2015,,
D1,Direct Dividend,15.77,18/03/2015,,
D1,Direct Dividend,15.73,19/03/2015,,
D1,Direct Dividend,15.62,20/03/2015,,
D1,Direct Dividend,15.56,23/03/2015,,
D1,Direct Dividend,15.53,24/03/2015,,
D1,Direct Dividend,15.5,25/03/2015,,
D1,Direct Dividend,15.22,26/03/2015,,
D1,Direct Dividend,15.29,27/03/2015,,
D1,Direct Dividend,15.55,30/03/2015,,
D1,Direct Dividend,15.56,31/03/2015,,
D1,Direct Dividend,15.71,01/04/2015,,
D1,Direct Dividend,15.82,06/04/2015,,
D1,Direct Dividend,15.84,07/04/2015,,
D1,Direct Dividend,15.95,08/04/2015,,
D1,Direct Dividend,16.01,09/04/2015,,
D1,Direct Dividend,16,10/04/2015,,
D1,Direct Dividend,16.11,13/04/2015,,
D1,Direct Dividend,15.98,15/04/2015,,
D1,Direct Dividend,15.92,16/04/2015,,
D1,Direct Dividend,15.67,17/04/2015,,
D1,Direct Dividend,15.39,20/04/2015,,
D1,Direct Dividend,15.28,21/04/2015,,
D1,Direct Dividend,15.33,22/04/2015,,
D1,Direct Dividend,15.27,23/04/2015,,
D1,Direct Dividend,15.06,24/04/2015,,
D1,Direct Dividend,14.88,27/04/2015,,
D1,Direct Dividend,15.06,28/04/2015,,
D1,Direct Dividend,15.05,29/04/2015,,
D1,Direct Dividend,14.96,30/04/2015,,
D1,Direct Dividend,15.16,04/05/2015,,
D1,Direct Dividend,15.16,05/05/2015,,
D1,Direct Dividend,14.77,06/05/2015,,
D1,Direct Dividend,14.63,07/05/2015,,
D1,Direct Dividend,14.88,08/05/2015,,
D1,Direct Dividend,15.12,11/05/2015,,
D1,Direct Dividend,14.85,12/05/2015,,
D1,Direct Dividend,15.02,13/05/2015,,
D1,Direct Dividend,15.02,14/05/2015,,
D1,Direct Dividend,15.09,15/05/2015,,
D1,Direct Dividend,15.26,18/05/2015,,
D1,Direct Dividend,15.28,19/05/2015,,
